Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
BI Analyst,$59K-$64K,3.0,TechPulse,"Delhi, DL","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,1M-10M,Yes,So task bar far cup defense list image. Agency growth Congress marriage lot kitchen management wait. Everything performance drive far reach reason. Skill who animal degree.,Tableau;Deep Learning;NLP;Statistics;SQL;Excel,59000,64000,61500,2018-03-07
Data Analyst,$61K-$105K,4.8,HealthSense,"Hyderabad, TS","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,10M-100M,Yes,Sit pressure mind sell. Idea age Republican others reveal drive.,PowerBI;Tableau;NLP;AWS;Statistics,61000,105000,83000,2025-10-26
BI Analyst,$48K-$78K,,DataWorks,"San Francisco, CA","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,1M-10M,No,Second might American up across sing toward. Miss hit poor wish as class home. Republican free set.,Tableau;AWS;PowerBI,48000,78000,63000,2025-02-10
Senior Data Analyst,$81K-$134K,3.4,FinSight,"Mumbai, MH","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,<1M,Yes,Green with hard peace. Role call read condition consider decision customer never.,Spark;PowerBI;Python;Deep Learning;SQL;Excel,81000,134000,107500,2022-10-11
BI Analyst,$53K-$58K,,TechPulse,"San Francisco, CA","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,>1B,Yes,Write memory front partner statement strategy history. Score special degree strong set forget. Final forward firm purpose station.,Spark;PowerBI;NLP;Git,53000,58000,55500,2021-02-27
Data Scientist,$34K-$91K,3.8,Insightify,"San Francisco, CA","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,>1B,Yes,Exist central amount. Senior against beyond hear. Red send drive heart draw both join.,Statistics;AWS;Tableau;Python;SQL,34000,91000,62500,2019-11-26
Research Analyst,$95K-$108K,4.6,RetailEdge,"Pune, MH","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,<1M,Yes,House suggest issue every country collection miss. Down from method western religious three dinner.,Statistics;Tableau;Deep Learning;R,95000,108000,101500,2021-09-16
BI Analyst,$83K-$124K,3.1,DataWorks,"San Francisco, CA","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,10M-100M,No,Possible floor likely. Week until record western. Every real military theory.,Tableau;SQL;Statistics;AWS,83000,124000,103500,2025-09-08
Research Analyst,$95K-$122K,,HealthSense,"Hyderabad, TS","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,<1M,No,Tv cause student sport. Energy among or good foreign meeting science ten. Daughter card cover wind can reality.,R;Spark;NLP;Git;Python,95000,122000,108500,2023-07-14
Data Scientist,$76K-$107K,3.0,TechPulse,"New York, NY","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,100M-1B,No,Determine hit become health edge style. Local assume off work yet material yet. Effort be hit them own raise test.,Python;Tableau;NLP;Git,76000,107000,91500,2021-09-21
Research Analyst,$55K-$65K,,BioStats,"Delhi, DL","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,Yes,Fund network deal media well answer open. Mention song test walk American know. Watch state under role tax.,Statistics;Spark;Excel,55000,65000,60000,2016-06-11
Data Analyst,$32K-$53K,,FinSight,"Bengaluru, KA","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,>1B,No,Performance serious machine summer forget use. Year day happy see mission president.,NLP;SQL;Git;Statistics;R;PowerBI,32000,53000,42500,2020-09-21
Research Analyst,$30K-$58K,,AnalyticaX,"New York, NY","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,<1M,No,Threat less at environmental. Sport push color impact lay Republican. Suffer American available win after science successful. Stock type will century too.,Deep Learning;NLP;Spark;Statistics;Excel,30000,58000,44000,2019-01-27
Data Analyst,$82K-$142K,4.6,RetailEdge,"Pune, MH","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Research,>1B,Yes,Police their executive serve cup about chance. Environmental view watch word daughter. Call rate child including good clear account job.,Excel;R;Statistics;Deep Learning,82000,142000,112000,2021-09-19
Senior Data Analyst,$88K-$125K,4.8,TechPulse,"San Francisco, CA","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,1M-10M,No,Actually matter situation here. Trial popular main would general kitchen.,R;Python;Deep Learning;PowerBI;SQL;Statistics,88000,125000,106500,2019-04-26
Research Analyst,$52K-$82K,,HealthSense,"Delhi, DL","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,<1M,Yes,Former policy mention price.,Spark;SQL;Statistics;Python;PowerBI;Deep Learning,52000,82000,67000,2017-04-22
BI Analyst,$94K-$133K,,Insightify,"San Francisco, CA","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,100M-1B,No,Nothing do value color food today. Economic bit it just behavior.,Statistics;R;Excel;PowerBI,94000,133000,113500,2022-08-23
Research Analyst,$38K-$72K,4.0,AnalyticaX,"San Francisco, CA","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,No,Maybe power material safe too body none indeed. Remember big exist individual right value care.,Tableau;PowerBI;Excel;Deep Learning;Statistics,38000,72000,55000,2017-04-28
Data Analyst,$49K-$109K,,DataWorks,"Pune, MH","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Business Intelligence,>1B,No,Law local their agree herself. Red artist threat issue also themselves especially. Past defense start measure.,Python;Spark,49000,109000,79000,2018-06-23
Data Analyst,$47K-$66K,,HealthSense,"San Francisco, CA","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,>1B,No,With animal yet land himself charge nearly. Concern half report pretty. Follow speak job reveal customer half.,Python;SQL;AWS;R;Git;Deep Learning,47000,66000,56500,2016-05-20
Data Analyst,$61K-$102K,,RetailEdge,"Hyderabad, TS","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,100M-1B,No,Sea imagine easy Mr event. Term really lot matter. Plant accept Mrs minute.,AWS;Excel;SQL;Git,61000,102000,81500,2017-01-19
Data Analyst,$91K-$99K,,TechPulse,"Bengaluru, KA","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,10M-100M,Yes,Minute fire hold within board. Including case professional less. The take turn production.,AWS;Tableau;R;Deep Learning,91000,99000,95000,2019-10-21
Senior Data Analyst,$63K-$113K,4.2,HealthSense,"Pune, MH","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,>1B,Yes,Ground kind describe although military ahead fish can. Pressure field actually career. Relationship save idea this power.,Spark;Deep Learning;NLP;R;AWS;SQL,63000,113000,88000,2020-07-14
Research Analyst,$99K-$156K,3.2,AnalyticaX,"San Francisco, CA","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,<1M,Yes,Trade account front environmental.,Spark;Tableau;R;Git;SQL;PowerBI,99000,156000,127500,2016-08-09
Data Scientist,$40K-$49K,,DataWorks,"Bengaluru, KA","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,>1B,No,Blue decision cover pay task drug value. Themselves prove avoid nor blood discover modern both. World every today when month before.,Statistics;Spark,40000,49000,44500,2019-04-17
Senior Data Analyst,$66K-$110K,4.2,FinSight,"San Francisco, CA","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,100M-1B,No,These let trade foreign you act. At wear watch decision.,NLP;Python;SQL;Statistics;AWS,66000,110000,88000,2017-01-12
Research Analyst,$44K-$60K,,FinSight,"Chennai, TN","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,<1M,Yes,Close employee call democratic visit money reality toward. Give avoid should usually.,Deep Learning;Python,44000,60000,52000,2025-05-11
Research Analyst,$62K-$81K,3.3,AnalyticaX,"Hyderabad, TS","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,1M-10M,No,Science impact yeah rule cut. Right policy care seat total the state station.,Spark;NLP;R,62000,81000,71500,2024-06-01
Data Analyst,$64K-$121K,4.4,DataWorks,"Bengaluru, KA","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,100M-1B,Yes,Trouble kitchen phone item top attorney. Range understand member entire.,Tableau;PowerBI,64000,121000,92500,2023-09-09
Research Analyst,$72K-$113K,,BioStats,"Mumbai, MH","Mumbai, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,10M-100M,No,Society success protect plant big. Start outside summer room factor. Real garden author also degree everything. Democratic me mean whose white training.,Git;Excel,72000,113000,92500,2025-06-22
Research Analyst,$50K-$83K,4.5,AnalyticaX,"Delhi, DL","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,100M-1B,Yes,Real state however dark position collection and place. Particular four old hit away. Race occur standard enter suffer pretty skill. Certain song expert not store action.,Git;SQL;Tableau;Statistics;Excel,50000,83000,66500,2020-01-03
Data Scientist,$93K-$125K,4.1,Insightify,"Delhi, DL","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,<1M,Yes,Process bad world.,PowerBI;Python;SQL;R,93000,125000,109000,2022-12-01
Senior Data Analyst,$34K-$89K,,FinSight,"Delhi, DL","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,<1M,No,Seek trial than one challenge.,SQL;Git,34000,89000,61500,2020-03-15
Data Scientist,$32K-$57K,,TechPulse,"Bengaluru, KA","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,1M-10M,No,Option common exist rise. Side carry young simple. Culture million professional agency performance age month walk.,NLP;Statistics,32000,57000,44500,2020-07-24
Research Analyst,$64K-$106K,3.4,RetailEdge,"New York, NY","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,100M-1B,No,Beat ok happen street physical safe benefit. Get throw six area close. Group social international really fund son race.,AWS;Excel;Tableau,64000,106000,85000,2016-08-23
BI Analyst,$59K-$84K,,HealthSense,"Hyderabad, TS","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,>1B,No,Relate whose policy not establish I.,NLP;R,59000,84000,71500,2018-01-22
Data Analyst,$50K-$61K,4.0,BioStats,"Mumbai, MH","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,100M-1B,No,Imagine grow need plant what create then. Carry dark clear artist deal meeting local.,AWS;Deep Learning,50000,61000,55500,2017-02-08
BI Analyst,$30K-$77K,,RetailEdge,"Bengaluru, KA","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,10M-100M,Yes,Reduce movie no together cold. Reduce and identify performance. Nothing money inside TV into.,R;Git;SQL;Excel;NLP;Statistics,30000,77000,53500,2024-07-01
Data Scientist,$81K-$117K,2.9,DataWorks,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,>1B,Yes,None this own truth Mr drug. Set right rate new grow. Career girl only add specific more.,AWS;Excel;SQL;NLP,81000,117000,99000,2019-10-04
Data Scientist,$44K-$52K,,TechPulse,"Pune, MH","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,No,Term situation turn matter office seem able. West economic forward. Smile major man receive Mr along.,Python;Deep Learning;PowerBI;AWS,44000,52000,48000,2021-11-08
Data Analyst,$30K-$86K,4.4,DataWorks,"New York, NY","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,<1M,No,Third top fly young. Must game lose bad. Training bad sea actually deep staff.,NLP;Excel,30000,86000,58000,2022-08-10
Senior Data Analyst,$53K-$59K,3.6,DataWorks,"Mumbai, MH","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,100M-1B,No,Hard ago several model. Newspaper performance minute item story alone yourself.,Statistics;Tableau;NLP;Spark;Excel;Python,53000,59000,56000,2022-02-15
BI Analyst,$60K-$100K,4.6,Insightify,"Mumbai, MH","Pune, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,>1B,No,Material her speak born. Program apply should exist structure fly. School let resource sure one detail.,AWS;NLP;Python,60000,100000,80000,2021-01-22
Data Scientist,$31K-$56K,4.8,DataWorks,"Mumbai, MH","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,10M-100M,No,Interest agreement truth along. Position we program blue bring.,Git;Deep Learning;AWS;Python,31000,56000,43500,2022-02-11
BI Analyst,$36K-$85K,3.1,TechPulse,"Mumbai, MH","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,100M-1B,Yes,Political table enter president analysis authority. However front parent far whatever. Song customer rate record sense fly. Field decision company quickly recently increase decision.,Git;R;Spark,36000,85000,60500,2016-11-12
BI Analyst,$53K-$90K,,Insightify,"Chennai, TN","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,10M-100M,Yes,Enjoy assume true affect tough. Structure act change machine itself.,PowerBI;AWS;Spark;Git;Excel,53000,90000,71500,2019-09-20
BI Analyst,$100K-$125K,,BioStats,"San Francisco, CA","Chennai, TN",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,1M-10M,Yes,Main plant control decide court cost. Against yourself west direction eye kitchen. Politics major candidate ever.,NLP;Tableau;Statistics,100000,125000,112500,2016-12-06
BI Analyst,$86K-$109K,4.6,DataWorks,"Bengaluru, KA","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,>1B,No,Establish position star surface. Table indeed glass agree range theory get. Word purpose new still attorney oil stage.,AWS;PowerBI;Python;Spark;R,86000,109000,97500,2019-02-05
BI Analyst,$79K-$102K,3.6,FinSight,"Chennai, TN","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,<1M,Yes,Themselves be visit region. Foot compare significant century should black.,AWS;Git;NLP;Tableau,79000,102000,90500,2023-03-27
Data Scientist,$81K-$97K,,RetailEdge,"Hyderabad, TS","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,10M-100M,No,School citizen week alone air single now. Never else two trip identify finally do figure. Account late career feeling new question.,Spark;SQL;Deep Learning;R;Tableau,81000,97000,89000,2023-05-22
Data Analyst,$67K-$85K,,AnalyticaX,"Mumbai, MH","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,>1B,Yes,Almost art else simple trouble board course beyond. Sing much strategy PM view defense party.,SQL;R;Git,67000,85000,76000,2018-01-18
Data Scientist,$87K-$143K,,RetailEdge,"Hyderabad, TS","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,1M-10M,No,Artist suggest image enter foot test.,PowerBI;SQL;Spark;Git,87000,143000,115000,2018-10-24
Data Scientist,$58K-$88K,,TechPulse,"Delhi, DL","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Research,100M-1B,Yes,Pay church east against. Reality clearly side study role whatever center. Task some around official there check peace.,Git;Excel;SQL;Statistics;Tableau,58000,88000,73000,2021-10-04
Data Analyst,$62K-$90K,,RetailEdge,"Bengaluru, KA","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,10M-100M,No,Whose recent draw fill daughter should. Teacher we all reveal. Small stay act project near who.,PowerBI;Tableau,62000,90000,76000,2018-09-02
BI Analyst,$80K-$96K,,AnalyticaX,"Pune, MH","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Product,1M-10M,Yes,Community box apply us music this. Already size continue later necessary hand improve. Identify us thousand manager born.,Statistics;R;Excel;SQL;Git,80000,96000,88000,2021-09-09
